,name,meter_score,audience_score,rating,genre,cast,director,time,studio,runtime,box_office,movie_synopsis,actor_score
73,Night Catches Us,80,66,R,"'Drama', 'Romance'","'Anthony Mackie', 'Kerry Washington', 'Jamie Hector', 'Wendell Pierce', 'Amari Cheatom', 'Novella Nelson', 'Tariq Trotter', 'Thomas Roy', 'Jamara Griffin', 'Colin Dixon', 'Shango Rich', 'Ron Simons', 'Damali Mason', 'Jann Ellis', 'Bill Zielinski', 'Christopher Kadish', 'Nakia Dillard', 'Matt Russell'",'Tanya Hamilton',2010-12-03,'Magnolia Picutres',90,75343.0,"In 1976, after years of mysterious absence, Marcus (Anthony Mackie, ""The Hurt Locker"") returns to the Philadelphia neighborhood where he came of age in the midst of the Black Power movement. While his arrival raises suspicion among his family and former neighbors, he finds acceptance from his old friend Patricia (Kerry Washington, ""Ray,"" ""Lift"") and her daughter. However, Marcus quickly finds himself at odds with the organization he once embraced, whose members suspect he orchestrated the slaying of their former comrade-in-arms. In a startling sequence of events, Marcus must protect a secret that could shatter everyone's beliefs as he rediscovers his forbidden passion for Patricia. -- (C) Magnolia",43
74,Greenberg,75,42,R,"'Comedy', 'Drama'","'Ben Stiller', 'Rhys Ifans', 'Greta Gerwig', 'Jennifer Jason Leigh', 'Brie Larson', 'Juno Temple', 'Chris Messina', 'Susan Traylor', 'Merritt Wever', 'Mark Duplass', 'Jake Paltrow', 'Zach Chassler', 'Mina Badie', 'Blair Tefkin', 'Trace Webb', 'Koby Rouviere', 'Sydney Rouviere', 'Charlotte Vida Silverman', 'Max Hoffman', 'Dave Franco', 'Emily Lacy', 'Aaron Wrinkle', 'Heather Lockie', 'Chris Coy', 'Nicole Luizzi', 'Nora Isela Monterroso', 'Luke Clements', 'Alfredo Marin', 'Jeremy Barber', 'Anna Culp', 'Erica Huggins', 'Dale JE Herbert II', 'Sophie Savides', 'Robert N. Wolfe', 'Jessica Mills', 'Maria Snow', 'Layla Delridge', 'Ramona Gonzalez', 'Alessandra Balazs', 'Nick Nordella', 'Trent Gill', 'Emily Kuntz', 'Zosia Mamet', 'Zoe Di Stefano', 'Cole M. Greif-Neil', 'Micah Shaffer'",'Noah Baumbach',2010-03-26,'Focus Features',100,2293918.0,"A New Yorker moves to Los Angeles in order to figure out his life while he housesits for his brother, and he soon sparks with his brother's assistant.",254
76,Red Hill,78,58,R,"'Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense', 'Western'","'Ryan Kwanten', 'Steve Bisley', 'Tom E. Lewis', 'Claire van der Boom', 'St",'Patrick Hughes',2010-11-05,'Strand Releasing',95,20898.0,"Young police officer Shane Cooper relocates to the small country town of Red Hill with his pregnant wife Alice to start a family. But when news of a prison break sends the local law enforcement officers - led by the town's ruling presence, Old Bill - into a panic, Shane's first day on duty rapidly turns into a nightmare. Enter Jimmy Conway, a convicted murderer serving life behind bars, who has returned to the isolated outpost seeking revenge. Now caught in the middle of what will become a terrifying and bloody confrontation, Shane will be forced to take the law into his own hands if he is to survive. A taut thriller which unfolds over the course of a single day and night, and told with explosive action and chilling violence, Red Hill is a modern-day western played out against the extraordinary landscapes of high-country Australia. -- (C) Strand Releasing",0
77,The Girl on the Train (La Fille du RER),78,41,G,"'Art House & International', 'Drama'","'Émilie Dequenne', 'Catherine Deneuve', 'Michel Blanc', 'Ronit Elkabetz', 'Mathieu Demy', 'Nicolas Duvauchelle', 'Jeremy Quaegebeur', 'David Barbas'",'André Téchiné',2010-01-22,'Strand Releasing',105,207323.0,Based on the true story of a young girl who stunned France when she falsely claimed to be the target of an Anti-Semitic attack.,42
78,Nanny McPhee Returns,76,55,PG,"'Comedy', 'Kids & Family', 'Science Fiction & Fantasy'","'Emma Thompson', 'Maggie Gyllenhaal', 'Rhys Ifans', 'Maggie Smith', 'Asa Butterfield', 'Ralph Fiennes', 'Ewan McGregor', 'Oscar Steer', 'Lil Woods', 'Sinead Matthews', 'Katy Perry', 'Sam Kelly', 'Bill Bailey', 'Daniel Mays', 'Eros Vlahos', 'Rosie Taylor-Ritson', 'Nonso Anozie', 'Ed Stoppard', 'Toby Sedgwick'",'Susanna White',2010-08-20,'Universal Studios',109,28995450.0,"A struggling mother receives some much-needed assistance tending to the family farm and raising a group of spirited children while her military husband is fighting overseas in this sequel to the whimsical 2005 fantasy comedy Nanny McPhee. Mrs. Isabel Green (Maggie Gyllenhaal) lives in a scenic valley with her two sons and one daughter. They each understand the importance of working together as a family, and things are going remarkably smoothly for the rural quartet until a pair of spoiled cousins arrives for an extended stay, effectively turning the quaint little farm into a virtual zoo. As the situation quickly gets out of hand, Nanny McPhee (Emma Thompson) suddenly appears on Isabel's doorstep claiming that she can bring a much-needed sense of order to the out-of-control household. In time the mysterious helper does just that, using powerful magic to teach her young charges the importance of getting along, and gradually winning their trust in the process. But when the piglets escape from their sty, the contentious kids must work together to recover the family farm's most valued assets, or risk losing everything their father worked so hard to build before he went off to fight in the war. Rhys Ifans and Maggie Smith co-star. ~ Jason Buchanan, Rovi",371
79,Harry Potter and the Deathly Hallows - Part 2,96,89,PG-13,"'Action & Adventure', 'Drama', 'Kids & Family', 'Mystery & Suspense', 'Science Fiction & Fantasy'","'Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Ralph Fiennes', 'Michael Gambon', 'Alan Rickman', 'Robbie Coltrane', 'John Hurt', 'Jim Broadbent', 'Timothy Spall', 'Warwick Davis', 'Tom Felton', 'Miranda Richardson', 'Jason Isaacs', 'Imelda Staunton', 'Gary Oldman', 'David Thewlis', 'Bill Nighy', 'Emma Thompson', 'Richard Griffiths', 'Maggie Smith', 'Julie Walters', 'Bonnie Wright', 'Evanna Lynch', 'Harry Melling', 'Domhnall Gleeson', 'Clémence Poésy', 'Ian Kelly', 'Michelle Fairley', 'Anthony Allgood', 'Gemma Jones', 'Fiona Shaw', 'Carolyn Pickles', 'Helen McCrory', 'Ciarán Hinds', 'Jessie Cave', 'Natalia Tena', 'Jon Key', 'Oliver Phelps', 'Chris Rankin', 'Mark Williams', 'James Phelps', 'Kelly Macdonald', 'Georgina Leonidas', 'Matthew Lewis', 'Ralph Ineson', 'Suzie Toase', 'Hebe Beardsall', 'Louis Sheridan Cordice', 'Joshua Herdman', 'Scarlett Byrne', 'Devon Murray', 'Alfie Enoch', 'Anna Shaffer', 'David Bradley', 'Afshan Azad', 'Freddie Stroma', 'Isabella Laughland', 'Guy Henry', 'William Melling', 'Miriam Margolyes', 'Katie Leung', 'Dave Legeno', 'Nick Moran', 'Amber Evans', 'Ruby Evans', 'Benjamin Northover', 'Ian Peck', 'Rusty Goffe', 'Leslie Phillips', 'Geraldine Somerville', 'Adrian Rawlins', 'Ellie Darcey-Allen', 'Robbie Jarvis', 'James Walters', 'Ariella Paradise', 'Benedict Clarke', 'Toby Papworth', 'Phil Wright', 'Gary Sayer', 'Tony Adkins', 'Sian Grace Phillips', 'Graham Duff', 'Peter G. Reed', 'Ellie Darcey-Alden', 'Judith Sharp', 'Emil Hostina', 'Bob Yves Van Hellenberg Hubar', 'Granville Saxton', 'Tony Kirwood', 'Ashley McGuire', 'Arthur Bowen', 'Daphne de Beistegui', 'William Dunn', 'Jade Gordon', 'Bertie Gilbert', 'Helena Barlow', 'Ryan Turner'",'David Yates (II)',2011-07-15,'Warner Bros. Pictures',131,381000185.0,"Harry Potter and the Deathly Hallows - Part 2, is the final adventure in the Harry Potter film series. The much-anticipated motion picture event is the second of two full-length parts. In the epic finale, the battle between the good and evil forces of the wizarding world escalates into an all-out war. The stakes have never been higher and no one is safe. But it is Harry Potter who may be called upon to make the ultimate sacrifice as he draws closer to the climactic showdown with Lord Voldemort. It all ends here. -- (C) Warner Bros",823
80,The Artist,95,87,PG-13,"'Comedy', 'Drama', 'Romance'","'Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell', 'Penelope Ann Miller', 'Missi Pyle', 'Beth Grant', 'Ed Lauter', 'Joel Murray', 'Elizabeth Tulloch', 'Ken Davitian', 'Malcolm McDowell', 'Basil Hoffman', 'Bill Fagerbakke', 'Nina Siemaszko', 'Stephen Mendillo', 'Dash Pomerantz', 'Beau Nelson', 'Alex Holliday', 'Wiley M. Pickett', 'Ben Kurland', 'Katie Nisa', 'Katie Wallick', 'Hal Landon Jr.', 'Cleto Augusto', 'Sarah Karges', 'Sarah Scott', 'Maize Olinger', 'Ezra Buzzington', 'Fred Bishop', 'Stuart Pankin', 'Andy Milder', 'Bob Glouberman', 'David Cluck', 'Kristian Falkenstein', 'Matt Skoller', ""Annie O'Donnell"", 'Patrick Mapel', 'Matthew Albrecht', 'Harvey J. Alperin', 'Lily Knight', 'Clement Blake', 'Tasso Feldman', 'Chris Ashe', 'Adria Tennor', 'Cletus Young', 'J. Mark Donaldson', 'Brian J. Williams', 'Andrew Ross Wynn', 'Jen Lilley', 'Brian Chenoweth', 'Uggy', 'Tim De Zarn'",'Michel Hazanavicius',2011-11-25,'The Weinstein Company',100,44667095.0,"Hollywood 1927. George Valentin (Jean Dujardin) is a silent movie superstar. The advent of the talkies will sound the death knell for his career and see him fall into oblivion. For young extra Peppy Miller (Berenice Bejo), it seems the sky's the limit - major movie stardom awaits. The Artist tells the story of their interlinked destinies. -- (C) Weinstein",189
81,A Separation,99,92,PG-13,"'Art House & International', 'Drama'","'Leila Hatami', 'Peyman Moaadi', 'Shahab Hosseini', 'Sareh Bayat', 'Sarina Farhadi', 'Babak Karimi', 'Ali-Asghar Shahbazi', 'Shirin Yazdanbakhsh', 'Kimia Hosseini', 'Merila Zarei'",'Asghar Farhadi',2011-12-30,'Sony Pictures Classics',123,6700000.0,"Set in contemporary Iran, A Separation is a compelling drama about the dissolution of a marriage. Simin wants to leave Iran with her husband Nader and daughter Termeh. Simin sues for divorce when Nader refuses to leave behind his Alzheimer-suffering father. Her request having failed, Simin returns to her parents' home, but Termeh decides to stay with Nader. When Nader hires a young woman to assist with his father in his wife's absence, he hopes that his life will return to a normal state. However, when he discovers that the new maid has been lying to him, he realizes that there is more on the line than just his marriage. -- (C) Sony Pictures Classics",0
82,Moneyball,94,86,PG-13,'Drama',"'Brad Pitt', 'Jonah Hill', 'Philip Seymour Hoffman', 'Robin Wright', 'Chris Pratt', 'Brent Jennings', 'Ken Medlock', 'Tammy Blanchard', 'Vyto Ruginis', 'Jack McGee', 'Nick Searcy', 'Glenn Morshower', 'Casey Bond', 'Nick Porrazzo', 'Kerris Dorsey', 'Arliss Howard', 'Reed Thompson', 'James Shanklin', 'Diane Behrens', 'Takayo Fischer', 'Derrin Ebert', 'Miguel Mendoza', 'Adrian Bellani', 'Tom Gamboa', 'Artie Harris', 'Barry Moss', 'Bob Bishop', 'George Vranau', 'Phil Pote', 'Art Ortiz', 'Royce Clayton', 'Marvin Horn', 'Brent Dohling'",'Bennett Miller',2011-09-23,'Sony Pictures',133,75605492.0,"Based on a true story, Moneyball is a movie for anybody who has ever dreamed of taking on the system. Brad Pitt stars as Billy Beane, the general manager of the Oakland A's and the guy who assembles the team, who has an epiphany: all of baseball's conventional wisdom is wrong. Forced to reinvent his team on a tight budget, Beane will have to outsmart the richer clubs. The onetime jock teams with Ivy League grad Peter Brand (Jonah Hill) in an unlikely partnership, recruiting bargain players that the scouts call flawed, but all of whom have an ability to get on base, score runs, and win games. It's more than baseball, it's a revolution - one that challenges old school traditions and puts Beane in the crosshairs of those who say he's tearing out the heart and soul of the game. -- (C) Sony Pictures",410
83,The Muppets,95,80,PG,"'Comedy', 'Kids & Family'","'Jason Segel', 'Amy Adams', 'Chris Cooper', 'Steve Whitmire', 'Eric Jacobson', 'Dave Goelz', 'Rashida Jones', 'Bill Barretta', 'David Rudman', 'Matt Vogel', 'Peter Linz', 'Alan Arkin', 'Bill Cobbs', 'Zach Galifianakis', 'Ken Jeong', 'Jim Parsons', 'Eddie Pepitone', 'Kristen Schaal', 'Sarah Silverman', 'Eddie ""Piolin"" Sotelo', ""Eddie 'Piolín' Sotelo"", 'Raymond Ma', 'Tuan Shu Lan', 'Donald Glover', 'Dahlia Waingort', 'Jonathan Palmer', 'Don Yanan', 'Michael Albala', 'Julia Marie Franzese', 'Gunnar Smith', 'Connor Gallagher', 'Justin Marco', 'Cameron Kasal', 'Justin Tinucci', 'Alex Jackson Long', 'Aria Noelle Curzon', 'Emily Blunt', 'James Carville', 'Feist', 'Whoopi Goldberg', 'Selena Gomez', 'Dave Grohl', 'Neil Patrick Harris', 'Judd Hirsch', 'John Krasinski', 'Rico Rodriguez', 'Mickey Rooney'",'James Bobin',2011-11-23,'Walt Disney Pictures',102,88625922.0,"On vacation in Los Angeles, Walter, the world's biggest Muppet fan, and his friends Gary (Jason Segel) and Mary (Amy Adams) from Smalltown, USA, discover the nefarious plan of oilman Tex Richman (Chris Cooper) to raze the Muppet Theater and drill for the oil recently discovered beneath the Muppets' former stomping grounds. To stage The Greatest Muppet Telethon Ever and raise the $10 million needed to save the theater, Walter, Mary and Gary help Kermit reunite the Muppets, who have all gone their separate ways: Fozzie now performs with a Reno casino tribute band called the Moopets, Miss Piggy is a plus-size fashion editor at Vogue Paris, Animal is in a Santa Barbara clinic for anger management, and Gonzo is a high-powered plumbing magnate. -- (C) Walt Disney",550
84,Poetry,100,85,NR,"'Art House & International', 'Drama'","'Yun Junghee', 'Lee David', 'David Lee', 'Jeong-hie Yun', 'Kim Hara', 'An Naesang', 'Nae-sang Ahn', 'Kim Hi-Ra', 'Da-wit Lee'",'Chang-dong Lee',2011-02-11,'Kino International',139,355044.0,"A sixty-something woman, faced with a crippling medical diagnosis and the discovery of a heinous family crime, finds strength and purpose when she enrolls in a poetry class. Lee Chang-dong's follow-up to his acclaimed Secret Sunshine is a masterful study of the subtle empowerment - and moral compass - of an elderly woman. -- (C) Kino",0
85,Le Havre,99,75,PG,"'Comedy', 'Drama'","'André Wilms', 'Kati Outinen', 'Jean-Pierre Darroussin', 'Blondin Miguel', 'Elina Salo', 'Evelyne Didi', 'Nguyen Quoc Dung', 'Quoc-Dung Nguyen', 'Laika', 'François Monnié', 'Roberto Piazza', 'Pierre Étaix', 'Jean-Pierre Léaud', 'Bob Little'",'Aki Kaurismäki',2011-10-21,'Janus Films',93,332068.0,"In this warmhearted portrait of the French harbor city that gives the film its name, fate throws young African refugee Idrissa (Blondin Miguel) into the path of Marcel Marx (André Wilms), a well-spoken bohemian who works as a shoeshiner. With innate optimism and the unwavering support of his community, Marcel stands up to officials doggedly pursuing the boy for deportation. A political fairy tale that exists somewhere between the reality of contemporary France and the classic cinema of Jean-Pierre Melville and Marcel Carné, Le Havre is a charming, deadpan delight. -- (C) Official Site",0
86,The Interrupters,99,82,NR,"'Documentary', 'Special Interest'","'Eddie Bocanegra', 'Ameena Matthews', 'Ricardo Williams', 'Tio Hardiman', 'G",'Steve James (II)',2012-02-13,'Cinema Guild',125,282448.0,"The Interrupters tells the moving and surprising stories of three Violence Interrupters who try to protect their Chicago communities from the violence they once employed. From acclaimed director Steve James and bestselling author Alex Kotlowitz, this film is an unusually intimate journey into the stubborn persistence of violence in our cities. Shot over the course of a year out of Kartemquin Films, The Interrupters captures a period in Chicago when it became a national symbol for the violence in our cities. During that period, the city was besieged by high-profile incidents, most notably the brutal beating of Derrion Albert, a Chicago High School student, whose death was caught on videotape. The film's main subjects work for an innovative organization, CeaseFire, which believes that the spread of violence mimics the spread of infectious diseases, and so the treatment should be similar: go after the most infected, and stop the infection at its source. --(C) Official Site",0
87,Project Nim,97,84,PG-13,"'Art House & International', 'Documentary'","'Garry Harris', 'Stephanie Lafarge', 'Jenny Lee Wright', 'Laura Ann Petitto', 'Joyce Butler', 'Bill Tynan', 'Renee Falitz', 'Bob Ingersoll', 'James Mahoney'",'James Marsh',2012-02-07,'Roadside Attractions',99,410077.0,"From the team behind Man on Wire comes the story of Nim, the chimpanzee who in the 1970s became the focus of a landmark experiment which aimed to show that an ape could learn to communicate with language if raised and nurtured like a human child. Following Nim's extraordinary journey through human society, and the enduring impact he makes on the people he meets along the way, the film is an unflinching and unsentimental biography of an animal we tried to make human. What we learn about his true nature - and indeed our own - is comic, revealing and profoundly unsettling. -- (C) Roadside Attractions",0
89,Nostalgia for the Light,100,84,NR,"'Art House & International', 'Documentary', 'Drama'","'Gaspar Galaz', 'Lautaro Nunez de Arco', 'Luis Henriquez', 'Victor González', 'Miguel Lawner', 'Anita Lawner', 'Vicky Saavedra', 'Patricio Guzmán'",'Patricio Guzmán',2011-03-18,'Icarus Films',90,96142.0,"For his new film master director Patricio Guzmán, famed for his political documentaries (THE BATTLE OF CHILE, THE PINOCHET CASE), travels 10,000 feet above sea level to the driest place on earth, the Atacama Desert, where atop the mountains astronomers from all over the world gather to observe the stars. The sky is so translucent that it allows them to see right to the boundaries of the universe. The Atacama is also a place where the harsh heat of the sun keeps human remains intact: those of Pre-Columbian mummies; 19th century explorers and miners; and the remains of political prisoners, ""disappeared"" by the Chilean army after the military coup of September, 1973 So while astronomers examine the most distant and oldest galaxies, at the foot of the mountains, women, surviving relatives of the disappeared whose bodies were dumped here, search, even after twenty-five years, for the remains of their loved ones, to reclaim their families' histories. Melding the celestial quest of the astronomers and the earthly one of the women, NOSTALGIA FOR THE LIGHT is a gorgeous, moving, and deeply personal odyssey..--(c) Icarus",0
91,Bill Cunningham New York,99,92,NR,"'Documentary', 'Musical & Performing Arts'","'Tom Wolfe', 'Anna Wintour', ""Carmen Dell'Orefice"", 'Kim Hastereiter', 'Brooke Astor', 'Annette De la Renta', 'Anna Piaggi', 'Annie Flanders', 'Editta Sherman', 'Patrick McDonald', 'Iris Apeel', 'John Kurdeman', 'Kenny Kenny', 'Harold Koda', 'Lesley Vinson', 'Shail Upadhya', 'Thelma Golden', 'Josef Birdman Astor', 'Toni Cimino', 'Didier Grumbach', 'Michael Kors'",'Richard Press',2011-03-16,'Zeitgeist Films',84,1510026.0,"""We all get dressed for Bill,"" says Vogue editrix Anna Wintour. The ""Bill"" in question is 80+ New York Times photographer Bill Cunningham. For decades, this Schwinn-riding cultural anthropologist has been obsessively and inventively chronicling fashion trends and high society charity soirées for the Times Style section in his columns ""On the Street"" and ""Evening Hours."" Documenting uptown fixtures (Wintour, Tom Wolfe, Brooke Astor, David Rockefeller-who all appear in the film out of their love for Bill), downtown eccentrics and everyone in between, Cunningham's enormous body of work is more reliable than any catwalk as an expression of time, place and individual flair. In turn, Bill Cunningham New York is a delicate, funny and often poignant portrait of a dedicated artist whose only wealth is his own humanity and unassuming grace. -- (C) Zeitgeist films",0
92,Mission: Impossible Ghost Protocol,93,76,PG-13,"'Action & Adventure', 'Mystery & Suspense'","'Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton', 'Michael Nyqvist', 'Vladimir Mashkov', 'Samuli Edelmann', 'Ivan Shvedov', 'Ving Rhames', 'Anil Kapoor', 'Josh Holloway', 'Pavel Kriz', 'Miraj Grbic', 'Ilia Volok', 'Goran Navojec', 'Pavel Bezdek', 'Ladislav Beran', 'Léa Seydoux', 'Jan Filipensky', 'Jiri Kraus', 'Ales Putik', 'Tomas Valik', 'Pavel Cajzl', 'Randy Hall', 'Vitaliy Kravchenko', 'Andrey Bestchastney', 'Michael Dopud', 'Martin Hub', 'Ivo Novák', 'Anastasiya Novikova', 'Marek Dobes', 'Claudia Vasekova', 'Brian Caspe', 'Petra Lustigova', 'Daniel Clarke', 'April Stewart', 'Gina Hirsch', 'Ghalib Al Saady', 'Andreas Wisniewski', 'Mustafa Alyassri', 'Michael Rys', 'Dmitry Chepovetsky', 'Dawn Chubai', 'Nicola Anderson', 'Keith Dallas', 'Tammy Hui', 'David Stuart', 'Sabrina Morris', 'Tom Wilkinson', 'Tim Simonec'",'Brad Bird',2011-12-21,'Paramount Studios',132,209364921.0,"This is not just another mission. The IMF is shut down when it's implicated in a global terrorist bombing plot. Ghost Protocol is initiated and Ethan Hunt and his rogue new team must go undercover to clear their organization's name. No help, no contact, off the grid. You have never seen a mission grittier and more intense than this. -- (C) Paramount",281
93,Cave of Forgotten Dreams,96,73,G,"'Documentary', 'Special Interest'","'Dominique Baffier', 'Jean Clottes', 'Jean-Michel Geneste', 'Carole Fritz', 'Gilles Tosello', 'Philippe Michel', 'Julien Monney', 'Wulf Hein', 'Nicholas Conard', 'Maria Malina', 'Maurice Maurin', 'Werner Herzog'",'Werner Herzog',2011-04-29,'IFC Films',95,5234785.0,"Cave of Forgotten Dreams follows an exclusive expedition into the nearly inaccessible Chauvet Cave in France, home to the most ancient visual art known to have been created by man. It's an unforgettable cinematic experience that provides a unique glimpse of the pristine artwork dating back to human hands over 30,000 years ago - almost twice as old as any previous discovery. -- (c) IFC Films",0
94,Drive,92,79,R,"'Action & Adventure', 'Drama', 'Mystery & Suspense'","'Ryan Gosling', 'Carey Mulligan', 'Albert Brooks', 'Bryan Cranston', 'Christina Hendricks', 'Ron Perlman', 'Oscar Isaac', 'Kaden Leos', 'Jeff Wolfe', 'James Biberi', 'Russ Tamblyn', 'Joey Bucarro', 'Joe Bucaro III', 'Tiara Parker', 'Tim Trella', 'Jimmy Hart', 'Tina Huang', 'Andy San Dimas', 'John Pyper-Ferguson', 'Craig Baxley, Jr.', 'Craig Baxley Jr.', 'Kenny Richards', 'Joe Pingue', 'Dieter H. Busch', 'Chris Muto', 'Rachel Dib', 'Rachel Dik', 'César García', 'Steve Knoll', 'Mara LaFontaine', 'Teonee Tbrasl', 'Teonee Thrash', 'Ralph Lawler'",'Nicolas Winding Refn',2011-09-16,'FilmDistrict',100,34300000.0,"Ryan Gosling stars as a Los Angeles wheelman for hire, stunt driving for movie productions by day and steering getaway vehicles for armed heists by night. Though a loner by nature, Driver can't help falling in love with his beautiful neighbor Irene (Carey Mulligan), a vulnerable young mother dragged into a dangerous underworld by the return of her ex-convict husband Standard (Oscar Isaac). After a heist intended to pay off Standard's protection money spins unpredictably out of control, Driver finds himself driving defense for the girl he loves, tailgated by a syndicate of deadly serious criminals. But when he realizes that the gangsters are after more than the bag of cash in his trunk-that they're coming straight for Irene and her son-Driver is forced to shift gears and go on offense. -- (C) FilmDistrict",226
95,Source Code,92,82,PG-13,"'Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy'","'Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Jeffrey Wright', 'Michael Arden', 'Cas Anvar', 'Russell Peters', 'Brent Skagford', 'Craig Thomas', 'Gordon Masten', 'Susan Bain', 'Paula Jean Hixson', 'Lincoln Ward', 'Kyle Gatehouse', 'Albert Kwan', 'Anne Day-Jones', 'Clarice Byrne', 'James A. Woods', 'Joe Cobden', 'Tom Tammi', 'Matt Holland', 'Jasson Finney', 'Kyle Allatt', 'Frédérick De Grandpré', 'Pierre Yves Leblanc', 'Raynald Lapierre', 'Scott Bakula'",'Duncan Jones',2011-04-01,'Summit Entertainment',93,54696902.0,"When decorated soldier Captain Colter Stevens (Jake Gyllenhaal) wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train. In an assignment unlike any he's ever known, he learns he's part of a government experiment called the Source Code, a program that enables him to cross over into another man's identity in the last 8 minutes of his life. With a second, much larger target threatening to kill millions in downtown Chicago, Colter re-lives the incident over and over again, gathering clues each time, until he can solve the mystery of who is behind the bombs and prevent the next attack. -- (C) Summit",144
96,Hugo,93,78,PG,"'Kids & Family', 'Mystery & Suspense'","'Ben Kingsley', 'Sacha Baron Cohen', 'Asa Butterfield', 'Chloë Grace Moretz', 'Ray Winstone', 'Emily Mortimer', 'Christopher Lee', 'Helen McCrory', 'Michael Stuhlbarg', 'Jude Law', 'Frances De La Tour', 'Richard Griffiths', 'Kevin Eldon', 'Gulliver McGrath', 'Shaun Aylward', 'Emil Lager', 'Angus Barnett', 'Edmund Kingsley', 'Max Wrottesley', 'Marco Aponte', 'Ilona Cheshire', 'Catherine Balavage', 'Emily Surgent', 'Lily Carlson', 'Frederick Warder', 'Chrisos Lawson', 'Tomos James', 'Ed Sanders', 'Terence Frisch', 'Max Cane', 'Frank Bourke', 'Stephen Box', 'Ben Addis', 'Robert Gill'",'Martin Scorsese',2011-11-23,'Paramount Studios',126,73820094.0,"Throughout his extraordinary career, Academy Award-wining director Martin Scorsese has brought his unique vision and dazzling gifts to life in a series of unforgettable films. This holiday season the legendary storyteller invites you to join him on a thrilling journey to a magical world with his first-ever 3-D film, based on Brian Selznick's award-winning, imaginative New York Times best-seller, ""The Invention of Hugo Cabret."" Hugo is the astonishing adventure of a wily and resourceful boy whose quest to unlock a secret left to him by his father will transform Hugo and all those around him, and reveal a safe and loving place he can call home. -- (C) Paramount",375
97,13 Assassins,96,88,R,"'Action & Adventure', 'Art House & International'","'Koji Yakusho', 'Takayuki Yamada', 'Yusuke Iseya', 'Goro Inagaki', 'Masachika Ichimura', 'Mikijiro Hira', 'Hiroki Matsukata', 'Ikki Sawamura', 'Arata Furuta', 'Tsuyoshi Ihara', 'Masataka Kubota', 'Sousuke Takaoka', 'Seiji Rokkaku', 'Kouen Kondo', 'Yuma Ishigaki', 'Kazuki Namioka', 'Kazue Fukiishi', 'Koshiro Matsumoto', 'Mitsuki Tanimura', 'Takumi Saito', 'Shinnosuke Abe', 'Masaaki Uchino', 'Ken Mitsuishi', 'Ittoku Kishibe'",'Takashi Miike',2011-04-29,'Magnet Releasing',126,802524.0,"Cult director Takeshi Miike (Ichi the Killer, Audition) delivers a bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a wartorn future. --(c) Magnet Pictures",0
98,Midnight in Paris,93,83,PG-13,"'Comedy', 'Romance'","'Owen Wilson', 'Marion Cotillard', 'Rachel McAdams', 'Kathy Bates', 'Carla Bruni', 'Adrien Brody', 'Michael Sheen', 'Corey Stoll', 'Mimi Kennedy', 'Tom Hiddleston', 'Alison Pill', 'Kurt Fuller', 'Nina Arianda', 'Léa Seydoux'",'Woody Allen',2011-06-10,'Sony Pictures Classics',94,55400000.0,"This is a romantic comedy set in Paris about a family that goes there because of business, and two young people who are engaged to be married in the fall have experiences there that change their lives. It's about a young man's great love for a city, Paris, and the illusion people have that a life different from theirs would be much better. It stars Owen Wilson, Rachel McAdams, Marion Cotillard, Kathy Bates, Carla Bruni, among others. -- (C) Sony Classics",473
